University ID,University Name,Location (State),Tier,Type,Department,Entrance Exam Cut-off,Average GPA,Average Salary (INR),Percentage Placed,Faculty Members,Faculty with PhD (%),Student-to-Faculty Ratio
419,University 419,Karnataka,Tier 2,Government,Electrical Engineering,7110,7.66,1606147,89.05,172,78.02,12.4
419,University 419,Delhi,Tier 3,Government,Mechanical Engineering,1895,9.26,1071668,70.12,63,44.17,24.03
420,University 420,Uttar Pradesh,Tier 3,Private,Computer Science,2301,6.64,1029846,63.36,119,38.25,17.72
420,University 420,Delhi,Tier 1,Government,Electrical Engineering,8493,6.31,1450187,78.84,124,23.24,15.4
420,University 420,Karnataka,Tier 3,Private,Mechanical Engineering,5537,6.31,1828474,61.65,135,22.91,19.06
421,University 421,Karnataka,Tier 2,Private,Computer Science,9014,7.6,1555449,93.16,96,79.49,20.7
421,University 421,Karnataka,Tier 2,Private,Electrical Engineering,3646,7.83,1949285,95.32,31,41.24,22.31
421,University 421,Karnataka,Tier 1,Private,Mechanical Engineering,1219,6.16,1170670,96.45,43,36.76,15.52
422,University 422,Uttar Pradesh,Tier 2,Government,Computer Science,9702,8.26,1996235,99.06,28,74.76,12.89
422,University 422,Delhi,Tier 3,Private,Electrical Engineering,7176,6.67,761365,92.02,97,45.35,21.8
422,University 422,Karnataka,Tier 3,Private,Mechanical Engineering,7489,8.84,893358,82.03,165,62.72,18.7
423,University 423,Uttar Pradesh,Tier 3,Government,Computer Science,9046,9.21,1290221,76.68,103,37.21,16.04
423,University 423,Uttar Pradesh,Tier 2,Government,Electrical Engineering,1568,8.47,1558303,99.0,35,49.29,23.91
423,University 423,Uttar Pradesh,Tier 1,Government,Mechanical Engineering,6069,8.87,655970,84.91,137,42.62,11.51
424,University 424,Karnataka,Tier 3,Private,Computer Science,5215,6.2,737538,94.71,180,39.82,16.72
424,University 424,Karnataka,Tier 2,Private,Electrical Engineering,6413,8.83,1499195,98.82,25,50.19,16.97
424,University 424,Tamil Nadu,Tier 3,Government,Mechanical Engineering,1098,6.62,1906812,69.72,134,66.61,21.83
425,University 425,Uttar Pradesh,Tier 2,Government,Computer Science,5778,9.13,1610114,93.01,104,78.54,23.02
425,University 425,Delhi,Tier 3,Government,Electrical Engineering,7004,8.26,1360331,62.05,93,39.98,16.0
425,University 425,Maharashtra,Tier 2,Private,Mechanical Engineering,5599,7.4,1679233,75.82,42,54.07,10.63
426,University 426,Maharashtra,Tier 3,Government,Computer Science,4603,9.33,972960,71.55,43,31.61,18.31
426,University 426,Karnataka,Tier 2,Government,Electrical Engineering,7862,8.25,1011045,67.5,57,48.79,21.19
426,University 426,Delhi,Tier 1,Private,Mechanical Engineering,5595,8.61,1343302,64.14,24,37.8,23.34
427,University 427,Maharashtra,Tier 2,Government,Computer Science,8836,9.18,565591,71.49,186,45.98,12.16
427,University 427,Delhi,Tier 2,Private,Electrical Engineering,2285,9.4,534631,70.61,174,56.81,24.18
427,University 427,Maharashtra,Tier 2,Private,Mechanical Engineering,2547,9.33,336972,95.22,29,68.87,16.89
428,University 428,Delhi,Tier 2,Government,Computer Science,4052,7.83,1051564,78.44,120,78.44,23.67
428,University 428,Tamil Nadu,Tier 3,Private,Electrical Engineering,1743,7.26,970534,62.08,69,57.39,22.61
428,University 428,Maharashtra,Tier 3,Private,Mechanical Engineering,7962,7.62,1116473,71.79,175,49.92,24.38
429,University 429,Maharashtra,Tier 3,Government,Computer Science,1434,6.88,932822,69.79,113,56.39,11.56
429,University 429,Uttar Pradesh,Tier 2,Government,Electrical Engineering,3713,6.49,1109010,60.36,163,28.26,19.18
429,University 429,Uttar Pradesh,Tier 2,Government,Mechanical Engineering,4221,7.04,1062301,61.49,73,64.35,14.77
430,University 430,Karnataka,Tier 1,Private,Computer Science,2590,8.24,1601566,70.94,74,68.48,12.51
430,University 430,Delhi,Tier 1,Government,Electrical Engineering,4238,7.16,436772,84.81,175,33.43,24.12
430,University 430,Tamil Nadu,Tier 2,Private,Mechanical Engineering,6322,6.44,667057,94.59,31,62.84,23.01
431,University 431,Delhi,Tier 2,Private,Computer Science,6774,7.39,890620,83.87,40,39.84,11.35
431,University 431,Maharashtra,Tier 3,Government,Electrical Engineering,6285,8.89,317903,89.52,148,39.24,19.88
431,University 431,Delhi,Tier 3,Government,Mechanical Engineering,2781,6.74,933654,77.42,135,48.08,11.91
432,University 432,Tamil Nadu,Tier 3,Private,Computer Science,8670,6.37,1937153,60.8,115,40.07,10.13
432,University 432,Uttar Pradesh,Tier 3,Private,Electrical Engineering,1981,6.16,450408,80.99,98,43.51,14.65
432,University 432,Uttar Pradesh,Tier 2,Private,Mechanical Engineering,4322,7.04,1424487,69.0,75,74.06,24.65
433,University 433,Karnataka,Tier 2,Private,Computer Science,5638,7.43,637990,95.78,149,53.23,17.95
433,University 433,Uttar Pradesh,Tier 1,Government,Electrical Engineering,5962,8.81,1874630,79.27,87,57.55,16.14
433,University 433,Maharashtra,Tier 1,Private,Mechanical Engineering,8180,8.45,1917627,67.35,119,25.46,17.11
434,University 434,Delhi,Tier 2,Private,Computer Science,4976,8.31,829740,73.01,51,32.46,19.73
434,University 434,Delhi,Tier 3,Government,Electrical Engineering,4090,6.49,858692,83.76,111,50.68,23.94
434,University 434,Karnataka,Tier 2,Government,Mechanical Engineering,6538,7.25,1229958,64.39,34,43.81,14.55
435,University 435,Karnataka,Tier 2,Private,Computer Science,3478,8.6,971844,72.17,21,41.84,24.39
435,University 435,Maharashtra,Tier 2,Government,Electrical Engineering,6406,8.63,696608,76.78,20,48.51,24.18
435,University 435,Karnataka,Tier 2,Private,Mechanical Engineering,9981,9.12,407154,78.35,78,60.76,24.05
436,University 436,Tamil Nadu,Tier 2,Government,Computer Science,3296,7.99,473412,84.0,71,52.46,14.12
436,University 436,Delhi,Tier 2,Private,Electrical Engineering,2369,8.5,1432560,95.28,21,62.73,16.34
436,University 436,Uttar Pradesh,Tier 2,Government,Mechanical Engineering,9789,6.35,1141967,70.26,112,24.41,13.34
437,University 437,Karnataka,Tier 3,Government,Computer Science,2107,7.99,425223,71.41,44,20.89,15.29
437,University 437,Maharashtra,Tier 1,Private,Electrical Engineering,9967,6.25,1792625,72.34,79,63.52,11.03
437,University 437,Uttar Pradesh,Tier 3,Private,Mechanical Engineering,9806,9.07,997143,98.71,74,63.64,15.56
438,University 438,Uttar Pradesh,Tier 2,Government,Computer Science,2792,6.92,575261,63.85,88,69.97,14.89
438,University 438,Tamil Nadu,Tier 1,Private,Electrical Engineering,2511,8.31,1764294,71.49,133,65.72,24.59
438,University 438,Maharashtra,Tier 3,Government,Mechanical Engineering,4871,9.32,866464,63.79,39,73.27,20.41
439,University 439,Uttar Pradesh,Tier 1,Private,Computer Science,1922,7.6,1518174,99.24,90,41.85,22.79
439,University 439,Karnataka,Tier 3,Government,Electrical Engineering,8000,9.0,986860,91.05,158,28.71,17.38
439,University 439,Delhi,Tier 2,Government,Mechanical Engineering,3387,6.16,1028927,81.07,123,54.78,23.16
440,University 440,Maharashtra,Tier 1,Government,Computer Science,5297,7.95,1172911,66.16,49,21.84,14.25
440,University 440,Tamil Nadu,Tier 1,Government,Electrical Engineering,5308,7.43,316575,69.07,166,35.63,19.69
440,University 440,Delhi,Tier 1,Private,Mechanical Engineering,6761,8.09,1563352,79.83,152,46.02,13.03
441,University 441,Delhi,Tier 1,Private,Computer Science,3093,9.36,1633660,96.68,172,60.16,19.49
441,University 441,Maharashtra,Tier 3,Government,Electrical Engineering,8061,7.78,923944,73.56,88,62.44,20.07
441,University 441,Uttar Pradesh,Tier 1,Private,Mechanical Engineering,9509,6.88,315675,90.55,132,58.69,16.16
442,University 442,Tamil Nadu,Tier 2,Government,Computer Science,1678,8.3,1403371,66.64,99,66.58,18.94
442,University 442,Delhi,Tier 3,Private,Electrical Engineering,9472,6.41,1166069,70.18,115,73.38,20.5
442,University 442,Karnataka,Tier 2,Private,Mechanical Engineering,3563,6.19,504739,64.27,156,61.85,17.59
443,University 443,Karnataka,Tier 1,Government,Computer Science,2140,9.39,475508,62.39,56,35.33,17.6
443,University 443,Maharashtra,Tier 3,Government,Electrical Engineering,2421,7.39,939411,61.54,123,48.28,23.03
443,University 443,Tamil Nadu,Tier 1,Private,Mechanical Engineering,3261,8.99,355046,87.08,149,78.75,20.68
444,University 444,Delhi,Tier 1,Private,Computer Science,1388,6.37,631012,71.22,24,62.52,12.02
444,University 444,Tamil Nadu,Tier 2,Private,Electrical Engineering,8696,6.41,584599,80.26,165,65.21,17.88
444,University 444,Uttar Pradesh,Tier 2,Private,Mechanical Engineering,6327,9.5,434278,71.24,29,64.38,13.71
445,University 445,Delhi,Tier 3,Private,Computer Science,7642,7.53,1057730,75.49,167,50.82,20.42
445,University 445,Tamil Nadu,Tier 1,Private,Electrical Engineering,4577,8.99,726141,87.63,198,41.65,19.18
445,University 445,Maharashtra,Tier 1,Government,Mechanical Engineering,3377,6.76,1435686,72.5,98,55.33,21.85
446,University 446,Karnataka,Tier 2,Private,Computer Science,4076,6.56,835382,76.58,120,29.22,12.7
446,University 446,Delhi,Tier 2,Private,Electrical Engineering,5039,7.03,328669,94.36,191,52.14,10.9
446,University 446,Karnataka,Tier 2,Private,Mechanical Engineering,6902,8.51,1113725,87.14,50,21.52,21.25
447,University 447,Maharashtra,Tier 2,Government,Computer Science,7373,6.81,821315,94.54,74,37.8,18.77
447,University 447,Delhi,Tier 3,Private,Electrical Engineering,4177,7.68,441868,84.89,129,39.43,24.49
447,University 447,Tamil Nadu,Tier 1,Private,Mechanical Engineering,8874,8.89,666074,97.16,162,78.9,15.25
448,University 448,Karnataka,Tier 1,Private,Computer Science,9283,6.11,430514,94.35,61,53.42,22.79
448,University 448,Uttar Pradesh,Tier 1,Government,Electrical Engineering,8443,9.14,1919530,95.66,51,28.97,18.65
448,University 448,Karnataka,Tier 2,Private,Mechanical Engineering,4830,7.36,452018,66.35,183,64.41,16.72
449,University 449,Tamil Nadu,Tier 2,Private,Computer Science,6539,8.42,1989224,82.44,95,41.41,14.5
449,University 449,Karnataka,Tier 3,Government,Electrical Engineering,5722,8.15,721128,67.0,124,70.14,21.33
449,University 449,Tamil Nadu,Tier 3,Government,Mechanical Engineering,8250,9.12,1221594,81.32,111,52.79,17.59
450,University 450,Tamil Nadu,Tier 3,Private,Computer Science,2110,9.07,1480034,99.75,126,50.76,20.14
450,University 450,Uttar Pradesh,Tier 1,Government,Electrical Engineering,9678,9.06,1372374,80.87,48,75.88,15.97
450,University 450,Uttar Pradesh,Tier 3,Government,Mechanical Engineering,7787,9.17,720091,88.25,72,53.99,12.24
451,University 451,Maharashtra,Tier 1,Private,Computer Science,8814,6.05,432672,60.1,128,45.08,11.28
451,University 451,Delhi,Tier 2,Private,Electrical Engineering,7106,9.39,1707539,70.37,139,76.54,16.92
451,University 451,Maharashtra,Tier 1,Government,Mechanical Engineering,4957,7.42,1735911,90.7,192,28.0,19.82
452,University 452,Uttar Pradesh,Tier 3,Private,Computer Science,2865,7.57,872310,70.1,53,63.06,21.32
452,University 452,Maharashtra,Tier 2,Government,Electrical Engineering,4342,6.12,1434321,68.86,72,40.08,17.64
452,University 452,Tamil Nadu,Tier 1,Private,Mechanical Engineering,2300,9.19,724018,98.54,33,67.71,10.2
453,University 453,Tamil Nadu,Tier 1,Government,Computer Science,6964,8.87,521163,66.24,193,50.38,15.71
453,University 453,Karnataka,Tier 1,Private,Electrical Engineering,4330,7.96,1136507,90.76,154,67.67,10.6
453,University 453,Tamil Nadu,Tier 3,Government,Mechanical Engineering,5055,8.45,717799,60.44,198,79.36,14.09
454,University 454,Karnataka,Tier 2,Government,Computer Science,6637,7.12,1228412,91.57,150,21.45,23.47
454,University 454,Tamil Nadu,Tier 2,Government,Electrical Engineering,9163,9.34,666731,82.78,32,68.94,16.05
454,University 454,Delhi,Tier 1,Private,Mechanical Engineering,9046,7.29,1401332,85.37,40,73.33,19.62
455,University 455,Maharashtra,Tier 1,Private,Computer Science,7841,7.78,1847840,91.03,75,64.55,24.23
455,University 455,Karnataka,Tier 1,Private,Electrical Engineering,4550,8.31,1520447,99.44,89,76.52,13.24
455,University 455,Delhi,Tier 3,Private,Mechanical Engineering,9737,6.56,592338,94.5,154,68.74,12.43
456,University 456,Tamil Nadu,Tier 3,Private,Computer Science,6906,8.91,1457326,67.14,176,22.86,24.39
456,University 456,Karnataka,Tier 3,Government,Electrical Engineering,7827,6.04,1438773,83.21,100,32.52,17.29
456,University 456,Uttar Pradesh,Tier 3,Government,Mechanical Engineering,1343,6.74,1856299,87.74,61,53.27,19.0
457,University 457,Delhi,Tier 1,Government,Computer Science,2438,9.17,1030548,82.76,109,60.28,24.85
457,University 457,Uttar Pradesh,Tier 2,Government,Electrical Engineering,3493,6.54,1174799,62.52,155,27.69,13.98
457,University 457,Karnataka,Tier 1,Government,Mechanical Engineering,2284,7.71,1255054,80.5,175,43.38,19.1
458,University 458,Uttar Pradesh,Tier 2,Government,Computer Science,4781,8.72,1603512,64.8,175,43.03,12.12
458,University 458,Karnataka,Tier 2,Private,Electrical Engineering,1703,8.93,1193850,62.28,195,60.08,16.44
458,University 458,Tamil Nadu,Tier 1,Government,Mechanical Engineering,1305,6.36,889573,87.86,74,45.42,20.54
459,University 459,Tamil Nadu,Tier 2,Government,Computer Science,3670,7.38,474682,84.39,48,57.66,12.8
459,University 459,Delhi,Tier 3,Private,Electrical Engineering,8434,7.9,559711,71.18,86,50.12,18.82
459,University 459,Tamil Nadu,Tier 3,Government,Mechanical Engineering,1252,7.11,1816148,74.05,65,71.13,18.31
460,University 460,Maharashtra,Tier 1,Government,Computer Science,3807,6.0,1442142,98.1,20,41.96,22.44
460,University 460,Delhi,Tier 2,Government,Electrical Engineering,3567,7.06,337355,73.53,177,63.6,23.42
460,University 460,Tamil Nadu,Tier 1,Private,Mechanical Engineering,4613,7.87,1662956,63.6,191,59.86,13.69
461,University 461,Tamil Nadu,Tier 1,Government,Computer Science,5029,6.24,1982545,69.81,39,73.56,19.51
461,University 461,Uttar Pradesh,Tier 2,Government,Electrical Engineering,5145,7.54,683829,69.02,72,39.08,18.31
461,University 461,Tamil Nadu,Tier 2,Government,Mechanical Engineering,2790,7.6,302928,72.35,73,32.84,16.49
462,University 462,Karnataka,Tier 2,Private,Computer Science,6311,6.99,1111608,98.17,155,79.26,17.1
462,University 462,Delhi,Tier 2,Government,Electrical Engineering,6154,8.11,1891182,65.23,110,76.83,19.04
462,University 462,Uttar Pradesh,Tier 3,Government,Mechanical Engineering,1703,6.16,1864904,88.27,78,26.88,22.55
463,University 463,Tamil Nadu,Tier 1,Private,Computer Science,7255,9.1,1504540,73.59,175,53.95,14.69
463,University 463,Tamil Nadu,Tier 2,Government,Electrical Engineering,9122,7.41,756185,94.03,95,42.98,23.07
463,University 463,Karnataka,Tier 3,Government,Mechanical Engineering,4266,7.53,1128424,67.09,73,63.47,12.78
464,University 464,Karnataka,Tier 3,Government,Computer Science,5091,6.47,1115182,91.28,122,65.07,18.85
464,University 464,Uttar Pradesh,Tier 2,Private,Electrical Engineering,8402,7.3,629314,89.16,180,53.47,13.81
464,University 464,Maharashtra,Tier 2,Private,Mechanical Engineering,9753,8.02,1129321,91.93,173,28.11,14.09
465,University 465,Tamil Nadu,Tier 1,Private,Computer Science,5177,6.7,893665,72.54,157,56.3,20.33
465,University 465,Delhi,Tier 1,Private,Electrical Engineering,2496,8.86,927358,99.23,85,20.66,12.55
465,University 465,Delhi,Tier 1,Private,Mechanical Engineering,1149,8.22,1403062,90.55,150,36.15,16.73
466,University 466,Maharashtra,Tier 3,Private,Computer Science,1455,9.08,1558181,62.13,162,55.42,12.88
466,University 466,Maharashtra,Tier 3,Government,Electrical Engineering,8123,7.04,1179427,63.98,97,25.93,16.24
466,University 466,Tamil Nadu,Tier 3,Government,Mechanical Engineering,1362,8.08,1745643,81.21,98,65.75,13.85
467,University 467,Tamil Nadu,Tier 2,Private,Computer Science,9822,8.08,389788,86.95,87,42.2,16.73
467,University 467,Karnataka,Tier 1,Government,Electrical Engineering,8121,9.37,602912,80.31,98,45.57,14.98
467,University 467,Delhi,Tier 3,Private,Mechanical Engineering,6153,9.36,1399984,79.37,171,62.32,16.26
468,University 468,Tamil Nadu,Tier 3,Government,Computer Science,3481,6.61,1588223,71.1,156,43.97,24.79
468,University 468,Karnataka,Tier 2,Private,Electrical Engineering,7881,7.96,394176,69.51,47,39.16,15.89
468,University 468,Karnataka,Tier 2,Government,Mechanical Engineering,1016,8.39,1387820,87.45,99,70.91,16.02
469,University 469,Karnataka,Tier 3,Private,Computer Science,4240,7.52,1712812,68.92,128,79.28,21.75
469,University 469,Delhi,Tier 1,Government,Electrical Engineering,5315,6.92,1160276,83.07,114,73.35,20.13
469,University 469,Tamil Nadu,Tier 2,Private,Mechanical Engineering,4411,7.69,1909524,87.58,197,67.93,12.05
470,University 470,Maharashtra,Tier 2,Government,Computer Science,6426,7.4,1270317,78.34,40,38.5,23.27
470,University 470,Karnataka,Tier 3,Private,Electrical Engineering,1302,7.9,1175551,64.37,73,29.62,15.09
470,University 470,Tamil Nadu,Tier 3,Private,Mechanical Engineering,8361,8.99,1273810,75.88,129,57.66,15.63
471,University 471,Karnataka,Tier 1,Government,Computer Science,9612,8.99,1621187,88.35,35,32.97,11.04
471,University 471,Maharashtra,Tier 2,Private,Electrical Engineering,1445,6.39,1777111,82.22,68,32.0,11.43
471,University 471,Delhi,Tier 2,Government,Mechanical Engineering,7834,8.98,318179,85.81,186,55.65,20.62
472,University 472,Uttar Pradesh,Tier 1,Private,Computer Science,7470,8.84,1670606,78.49,135,45.43,17.64
472,University 472,Tamil Nadu,Tier 2,Private,Electrical Engineering,4174,6.63,363910,93.68,33,65.66,17.87
472,University 472,Delhi,Tier 2,Government,Mechanical Engineering,7995,6.43,637044,76.56,166,27.37,11.27
473,University 473,Karnataka,Tier 3,Government,Computer Science,1770,8.08,981398,64.01,104,68.5,17.81
473,University 473,Maharashtra,Tier 3,Government,Electrical Engineering,2275,8.74,1248002,65.11,176,75.05,20.2
473,University 473,Tamil Nadu,Tier 2,Private,Mechanical Engineering,7212,8.24,1126862,69.77,161,22.67,21.77
474,University 474,Delhi,Tier 1,Government,Computer Science,3197,7.18,1916752,92.47,23,35.95,12.27
474,University 474,Delhi,Tier 3,Private,Electrical Engineering,7856,9.32,1074426,75.1,174,58.15,24.07
474,University 474,Tamil Nadu,Tier 2,Government,Mechanical Engineering,3011,6.84,887453,98.79,118,33.05,23.93
475,University 475,Uttar Pradesh,Tier 3,Government,Computer Science,2184,6.96,1379715,91.65,186,54.38,16.88
475,University 475,Uttar Pradesh,Tier 1,Private,Electrical Engineering,5507,7.46,1312753,71.26,94,61.95,10.34
475,University 475,Delhi,Tier 1,Private,Mechanical Engineering,5571,7.69,1447728,64.91,155,69.27,16.52
476,University 476,Tamil Nadu,Tier 2,Private,Computer Science,3121,6.35,1933126,81.06,133,68.89,15.39
476,University 476,Delhi,Tier 3,Private,Electrical Engineering,7017,8.67,823764,84.35,100,79.93,15.58
476,University 476,Karnataka,Tier 3,Government,Mechanical Engineering,5923,8.2,1239944,68.63,143,41.32,18.61
477,University 477,Karnataka,Tier 1,Government,Computer Science,8810,6.07,1502096,95.37,20,79.53,15.95
477,University 477,Uttar Pradesh,Tier 2,Private,Electrical Engineering,8504,8.03,416775,68.73,181,34.21,17.54
477,University 477,Karnataka,Tier 1,Government,Mechanical Engineering,3042,7.62,1168729,90.24,156,39.73,19.8
478,University 478,Maharashtra,Tier 1,Private,Computer Science,6924,8.7,1478393,95.4,122,30.09,11.76
478,University 478,Tamil Nadu,Tier 3,Private,Electrical Engineering,2876,6.46,1983568,99.38,93,40.73,12.23
478,University 478,Uttar Pradesh,Tier 1,Private,Mechanical Engineering,4478,6.9,447745,94.25,164,52.21,18.42
479,University 479,Tamil Nadu,Tier 1,Government,Computer Science,8264,8.28,1939873,87.82,112,66.08,12.46
479,University 479,Uttar Pradesh,Tier 1,Private,Electrical Engineering,8490,6.21,1286291,82.78,46,64.71,11.91
479,University 479,Tamil Nadu,Tier 2,Government,Mechanical Engineering,7099,7.43,968372,79.01,40,68.31,14.12
480,University 480,Karnataka,Tier 1,Government,Computer Science,1951,9.25,1007518,72.89,68,38.45,24.77
480,University 480,Maharashtra,Tier 1,Government,Electrical Engineering,8765,9.12,368582,69.76,179,62.91,10.55
480,University 480,Karnataka,Tier 1,Government,Mechanical Engineering,4936,7.4,650912,94.71,73,70.35,23.65
481,University 481,Maharashtra,Tier 1,Government,Computer Science,7506,7.98,972818,85.58,172,58.04,13.85
481,University 481,Karnataka,Tier 3,Government,Electrical Engineering,7651,6.08,510244,91.94,61,34.37,13.32
481,University 481,Uttar Pradesh,Tier 2,Government,Mechanical Engineering,4956,9.0,1700171,68.77,32,53.7,20.72
482,University 482,Karnataka,Tier 1,Government,Computer Science,4179,9.05,1688475,86.39,49,58.49,22.27
482,University 482,Maharashtra,Tier 2,Government,Electrical Engineering,9262,8.06,1879872,94.88,130,24.08,20.1
482,University 482,Delhi,Tier 1,Government,Mechanical Engineering,8899,7.27,1272461,99.73,23,54.68,17.91
483,University 483,Tamil Nadu,Tier 1,Private,Computer Science,7050,6.37,959834,72.01,65,31.64,12.43
483,University 483,Uttar Pradesh,Tier 1,Private,Electrical Engineering,7356,8.71,924559,72.38,131,45.81,18.8
483,University 483,Delhi,Tier 1,Government,Mechanical Engineering,7958,7.19,1072333,66.59,186,31.94,21.8
484,University 484,Uttar Pradesh,Tier 2,Private,Computer Science,6798,8.59,818982,83.55,84,70.62,13.92
484,University 484,Uttar Pradesh,Tier 1,Private,Electrical Engineering,6966,7.84,534046,62.52,103,21.83,24.55
484,University 484,Maharashtra,Tier 3,Private,Mechanical Engineering,3526,7.28,955726,95.23,141,74.14,21.85
485,University 485,Karnataka,Tier 3,Private,Computer Science,8485,8.65,1578208,60.59,145,48.77,18.77
485,University 485,Tamil Nadu,Tier 3,Government,Electrical Engineering,9339,7.59,467856,73.28,191,69.54,24.05
485,University 485,Maharashtra,Tier 1,Government,Mechanical Engineering,3995,7.72,1923723,60.24,154,27.13,22.74
486,University 486,Maharashtra,Tier 1,Private,Computer Science,9067,7.55,334593,83.99,107,23.34,11.86
486,University 486,Maharashtra,Tier 1,Government,Electrical Engineering,8820,6.23,1207779,82.43,26,27.3,10.98
486,University 486,Uttar Pradesh,Tier 1,Government,Mechanical Engineering,4708,7.46,604422,98.29,38,66.8,17.17
487,University 487,Delhi,Tier 2,Private,Computer Science,7347,9.0,1092650,68.13,67,56.95,11.95
487,University 487,Tamil Nadu,Tier 3,Government,Electrical Engineering,4119,7.98,1203894,93.69,121,33.86,11.48
487,University 487,Karnataka,Tier 2,Private,Mechanical Engineering,1937,7.58,1535789,60.84,155,55.62,17.77
488,University 488,Maharashtra,Tier 1,Private,Computer Science,8159,8.4,578796,75.52,131,66.3,17.77
488,University 488,Delhi,Tier 3,Private,Electrical Engineering,4865,6.32,433407,67.52,144,71.57,23.87
488,University 488,Maharashtra,Tier 3,Government,Mechanical Engineering,4085,7.92,1045076,66.25,67,27.89,10.74
489,University 489,Tamil Nadu,Tier 1,Private,Computer Science,3562,8.96,1334628,63.52,176,50.66,23.71
489,University 489,Tamil Nadu,Tier 1,Government,Electrical Engineering,1666,7.08,1023130,81.92,107,52.79,16.33
489,University 489,Maharashtra,Tier 1,Private,Mechanical Engineering,7704,6.33,1146430,75.49,151,70.49,16.47
490,University 490,Uttar Pradesh,Tier 2,Government,Computer Science,4155,7.64,892328,86.54,138,20.22,17.98
490,University 490,Delhi,Tier 1,Private,Electrical Engineering,1470,6.96,1015720,90.99,23,22.05,20.27
490,University 490,Uttar Pradesh,Tier 1,Private,Mechanical Engineering,8407,6.11,800229,94.95,197,76.32,14.75
491,University 491,Karnataka,Tier 3,Government,Computer Science,5996,8.52,338233,81.15,140,27.64,23.57
491,University 491,Karnataka,Tier 1,Government,Electrical Engineering,2010,6.4,450933,92.85,173,70.86,13.16
491,University 491,Tamil Nadu,Tier 1,Private,Mechanical Engineering,5268,6.61,359789,73.16,101,60.54,22.1
492,University 492,Karnataka,Tier 3,Private,Computer Science,3555,6.09,1476414,77.92,133,50.14,15.08
492,University 492,Maharashtra,Tier 3,Government,Electrical Engineering,7298,6.17,942059,94.04,115,32.53,12.95
492,University 492,Delhi,Tier 3,Private,Mechanical Engineering,1938,7.59,1876834,84.42,62,43.76,24.75
493,University 493,Maharashtra,Tier 2,Government,Computer Science,6950,6.97,1270513,80.93,157,63.6,17.65
493,University 493,Tamil Nadu,Tier 1,Private,Electrical Engineering,9985,6.06,1174261,98.09,182,54.72,19.7
493,University 493,Tamil Nadu,Tier 1,Private,Mechanical Engineering,1209,7.97,1325926,72.92,101,24.1,16.27
494,University 494,Tamil Nadu,Tier 1,Government,Computer Science,5758,9.06,1980983,86.48,123,21.44,21.46
494,University 494,Uttar Pradesh,Tier 1,Government,Electrical Engineering,4344,6.18,733073,68.06,111,57.65,18.49
494,University 494,Uttar Pradesh,Tier 1,Private,Mechanical Engineering,3021,6.86,1764308,72.99,54,56.99,12.8
495,University 495,Maharashtra,Tier 3,Private,Computer Science,8203,6.17,694079,76.27,165,78.77,21.96
495,University 495,Tamil Nadu,Tier 3,Private,Electrical Engineering,8459,8.97,796626,77.06,20,77.25,21.6
495,University 495,Karnataka,Tier 3,Private,Mechanical Engineering,3737,6.27,1927255,90.12,157,67.34,21.4
496,University 496,Tamil Nadu,Tier 2,Government,Computer Science,7333,6.54,1211974,73.1,118,33.59,18.69
496,University 496,Tamil Nadu,Tier 1,Private,Electrical Engineering,7723,7.11,1378849,64.54,142,70.14,13.45
496,University 496,Karnataka,Tier 2,Government,Mechanical Engineering,8017,9.36,1432113,90.98,168,48.43,19.73
497,University 497,Uttar Pradesh,Tier 1,Private,Computer Science,4600,8.58,1439269,77.18,40,75.4,11.09
497,University 497,Tamil Nadu,Tier 1,Private,Electrical Engineering,7337,6.27,700337,93.54,29,42.61,19.42
497,University 497,Tamil Nadu,Tier 2,Private,Mechanical Engineering,7957,7.2,1423852,75.08,152,46.8,14.15
498,University 498,Uttar Pradesh,Tier 2,Government,Computer Science,6438,6.14,1114639,93.5,78,60.87,10.57
498,University 498,Maharashtra,Tier 3,Private,Electrical Engineering,9276,9.12,1089106,84.15,56,24.36,20.71
498,University 498,Delhi,Tier 3,Government,Mechanical Engineering,4190,7.79,1118838,96.24,153,76.48,18.83
499,University 499,Karnataka,Tier 2,Private,Computer Science,8103,8.97,464772,71.71,155,50.15,12.63
499,University 499,Delhi,Tier 1,Private,Electrical Engineering,2104,6.04,1478092,97.35,82,41.11,13.49
499,University 499,Uttar Pradesh,Tier 3,Government,Mechanical Engineering,3802,9.02,357353,77.71,69,20.3,20.17
500,University 500,Maharashtra,Tier 2,Private,Computer Science,1590,6.26,465201,64.01,86,42.75,16.98
500,University 500,Karnataka,Tier 1,Private,Electrical Engineering,8101,7.24,708540,99.09,119,39.35,11.01
500,University 500,Tamil Nadu,Tier 2,Private,Mechanical Engineering,7437,7.85,635681,99.68,93,76.16,11.43
